Name,HighestDegree,Division,DivisionAddress,PersonalAddress,Email,PhoneNumber,Department,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
paTrIcia JOnes@,CTE,South Division,"456 soUtH aVE, AuStin, Tx 73301","870 griFFiN pOrTS
eAst andREW, ak 17734@",,001-842-263-6326x1847,Operations,,"pERfORms ProdUcTiON ANd OPERATIonAL tASKS WIthin The SouTH divisIoN, EnsUriNG quaLItY AND eFFIcIEncy in ProCESSES.#",38711.24,,
jUDY NOLAn,GED,South Division,"456 sOUth AvE, aUstiN, tx 73301","psc 9085, boX 2594
apO aa 26411%",JUDy_NOLAn@klb.CoM,6895646962,Operations,opeRAtiOns ASsOcIaTE LeVEL 6&,"PErFORms ProduCtiON aNd OperaTiOnaL TASks WithiN tHE SoutH divISIoN, enSuRIng QUAlitY AnD EfFicienCy iN PROcESses.#",35519.06,1987-05-10,114/31/4335%
kyLe ReynOLDS,GED,North Division,"123 NORTH st, sPringFiELd, il 62701!","868 lOgan HArbORS
SANFoRDMOUtH, LA 44132",kYLE_ReynOlDs!KLB..cOM,214.972.7479x319,Operations,oPeRAtIONS AsSOCIAtE LEVEL 6#,,37405.95,12.10.1973,132 32 31167
pamElA LAwrEnce@,CTE,North Division,,"5030 JOSHuA cREek
SOUTH JUsTInCHESTeR, ks 76605",PaMELA_laWREnce@klB..com,,Operations,,"pERfOrmS prODUctIon aND opErAtiONAL TaSks withIN THE north DivIsion, ENSuriNg QualiTy And EFficIENCy in PRoCesSes.",27123.41,1979-11-18,651/63/914
bRiAn doRSeY#,AB,Central Division,"202 Main sT, coLumBus, oH 43085","9424 Bell SPuRs aPT. 100
PoRT LINDSeYhaVeN, AL 18802$",brIAN_DORSEy%kLb.coM,5432993119,Operations,OpERaTioNs ASsOCIAte LEVEL 9^,"PeRFoRMs pRODUcTIOn aND OpErationaL TaSKS WIThin The CenTrAL DivisiON, eNSURinG QUaliTy ANd efFiCIeNcy IN ProcESSeS.",43331.92,1999/11/19,447/52/59962%
CAssIE jACkson&,CTE,Central Division,"202 maIN sT, COluMbUS, oh 43085","567 hiNES CreEk
mAddenViEW, pR 83731",caSsiE_jAcksOn@KLB.CoM,,Operations,opeRAtiONs ASSoCIATE leVeL 3$,"pErforMs pRODUCtioN aNd oPeRatIONal taskS WiThin the ceNtraL DiviSiON, enSuRinG quALity AND EFficIeNCY In pRoCESseS.",34058.42,31-01-1977,092/75/61150$
keNNeTH pEnA$,GED,West Division,"101 WEst dr, sacRAmeNtO, cA 94203","774 lOPEz knolL sUiTE 242
edwARDsPoRT, Me 86740^",KeNNETH_PeNa!KLb..cOM,(519)339-9541x577,Operations,oPeraTIoNs AssOCiaTe leVEL 8^,"peRfORMS proDUCtiON aNd OPErAtIONaL TASKs WitHin tHe WeST DivIsion, EnsURinG qUALItY AND EffIcieNcY in pROCeSSes.",41107.19,1988-06-17,823-20-91749
chad HAwKIns^,BS,West Division,"101 WeSt dr, SACRAmENto, ca 94203$","3237 blEvINS trAIl
POrt ryan, RI 19225",CHAD_HaWKins%kLB..COm,532.375.9385x20372,Operations,,"PErFormS PRoDUction anD OpeRAtIoNal tASkS WITHIn tHe wesT dIvIsIoN, EnsuriNG QUalITY aNd eFFiCieNCY iN proCesseS.^",35270.73,9.5.1970,828-57-2933
JeSUs klEIn!,BS,South Division,,"648 JasOn fREeWAY apt. 312
JeSsiCaForT, TN 03356*",jESus_KlEin@Klb.COM,,Engineering,enGiNeeR lEvEl 4,"WOrKs oN tecHnicAL PrOjECtS, EnSUReS cOmpliaNCe WIth SaFEty sTandARdS, and PRoviDes eNGINEErING SOLutiOnS As EngInEeR LeVEL 4.",104349.82,1980-10-11,
jAsON GAIneS$,PhD,Central Division,"202 maiN St, coLumbuS, OH 43085","085 GIll flAT
sOutH JameS, as 92402",jaSOn_Gaines@KLb..com,+1-584-938-1844x08566,Engineering,eNgINeeR LEvEL 2&,,88822.12,1990/10/25,192 03 898^
AdRIAn fisChER!,,South Division,"456 SOUTh aVe, AusTin, tX 73301*","91542 FrAnkLin squArES
NeW JOHN, Or 92023%",adRiaN_FischER@KlB.Com,+1-211-321-0597,Operations,OPErAtionS assOcIAte LeVEl 2@,"peRFOrMS pRODUctioN aND OpErATiONAL taSkS wIThin tHE SOuTH DivisiOn, ensURINg QUAlitY ANd eFFiCiEncy IN pROcEsSEs.",,08.1981.04,701-34-459
sANdY wilLiAms,,South Division,"456 SOuth AVE, AUStiN, TX 73301%",,SANdy_wilLIaMS@kLB.COm,+1-283-285-8512x99065,Operations,OpeRatioNs aSSOCIate lEvel 8^,"peRFOrMS ProdUCtIOn anD OpERatioNAL tASKS wIThin THE soUTh DIvISIOn, EnSurING qUaLity aND EfFicIENCy iN procEssEs.#",40117.74,1974/12/17,343 82 99273
KeitH jonES^,HS,North Division,"123 north ST, spriNGFIELD, Il 62701*","66331 DavIs CenTeR APt. 310
SouTH ChRIStoPHErmouth, DE 79414",KEITh_jones@KlB.Com,001-745-274-0519,Operations,oPerAtIonS ASSoCiaTe lEvEL 1@,"pERForMs pRoDuCtIoN AnD oPEraTiOnAl tASks WiThin thE nOrtH dIvIsioN, ENSurinG qUalITY And EffICienCY In pROcEssEs.$",28118.08,1973-11-28,613/91/01910
mArGAReT Jones,HS,Central Division,,"343 lIu orCHArD APt. 402
NorTh ronAldHAvEn, Fl 30396@",MarGaRet_jOnES@KLB.Com,,Administrative,secReTaRY leVEl 3,"prOVIDeS AdmINIsTRaTIve supPoRT wIThIn ThE CENTRAL dIVIsION, AssiSTiNG wITH ScHEDULING, documEnTATioN, And cOmmunicAtIoN TAskS.@",38674.72,6/22/2002,393 20 50922
yVOnnE SchROEDeR,GED,,"101 weSt DR, SAcRAmENtO, cA 94203","1030 toDD tRaFfIcway Apt. 632
hAmIlToNstad, AK 64455",,792.968.5403,Operations,,"peRformS PrOdUCtiON AND opeRAtioNal taSKS WIthiN The West DivisIoN, enSUring qUalItY And EfFiCIeNCY In ProCessES.%",31086.95,1981/09/30,792/43/832
AuStiN owENS,BS,East Division,"789 eAST bLVD, ALbAnY, Ny 12201^","7282 HErnANdEZ BroOk sUITe 920
jOnESMoUTH, GU 12298",AustiN_OwEnS!kLB.cOm,317.371.8164x358,Operations,oPeRationS aSsoCiATe LEVEL 5$,"PeRFoRmS prODuCTioN and OpErATiONAl TAsKs WiThin thE EaST dIVISiOn, EnSurIng QuaLitY AND efFICiencY IN pROceSSeS.*",31076.32,2002.17.6,328 82 8435
ElizABETH BROWn dDs&,GED,North Division,"123 norTh sT, SPRIngfIELD, IL 62701","PSc 3715, BOX 2431
aPo AE 80284",eLIzAbeth_browN_dDS@KlB.cOm,356-483-0953,Operations,OpErAtioNS aSsociATe LEveL 2%,"pErfORmS PRODuctIon ANd OpErAtioNAl TaSKs WIthIN thE NOrTH diviSiOn, eNSuRiNg QUAlIty aND EFfIciENCy In pROcEsseS.&",,,
maRk hanEY&,,North Division,"123 NOrtH sT, SPrInGfieLd, iL 62701","83607 eRiCksOn hIGhWAy apt. 523
NEw eRIC, MP 62149^",MArk_HAnEy@klB..Com,(436)433-0041x5087,Engineering,eNGIneEr lEvEl 3@,"WorkS oN tEchnical projecTS, ensURes COmPliaNCE wiTh saFEty STanDarDS, aND ProvIdES ENgINeeriNg sOlUTiOnS as ENGiNEer lEveL 3.!",122240.44,6/1983/4,777-04-5787
HEATheR conTReRaS*,AB,North Division,"123 norTH St, spRInGFielD, il 62701","63150 aLAN MEwS suITe 704
LakE beLiNDa, gU 90570",hEather_coNtREras%kLB.COM,590.735.4064x282,Operations,OPERatIoNs aSsOciAte Level 5*,,37071.83,2002-12-25,287-69-82373
Mr. JoSEPh SHieLDS,GED,West Division,"101 WEst dR, saCRamentO, cA 94203&",,mR._josePH_ShIELDS@kLb.cOM,4784899904,Operations,opERAtions assoCiATE LeVEL 4%,"PeRfORms PRoDuCTiON and OperATioNaL Tasks withIn tHe weST DivISion, EnSuRING qUalIty And EfFICiEncy in pROCessES.",35591.58,22.10.2001,654/88/11229
LUIs MartiN,HS,,,,LuIS_mARtIN@kLb.cOM,497-912-7931x0826,Operations,opeRatIoNS AsSOciAte leVEl 4,"peRfoRMs PRoDUctIon anD oPerATional TASKs wiTHin tHE nortH dIViSiOn, EnsuRING QualitY And eFFiCienCy iN PrOcessEs.",36589.29,2000-27-9,322-54-97969
zaCharY RiVera,,Central Division,"202 MaIN ST, ColUMbuS, oH 43085%",,zAcHarY_riVera%klB..cOm,,Administrative,seCrEtARy levEL 1#,"PROvIDeS ADmiNiStraTivE supPort WITHiN ThE ceNtRal DIvIsioN, aSsistinG wITh SChedUliNG, DOCumeNtaTion, ANd coMMUnIcatIoN TaSKs.",34359.95,1965-3-7,399/13/71429
ANNa MCNEil&,BA,,"456 SouTh avE, AuStin, tX 73301","6872 larRy MountaInS SUite 258
sumMErvIllE, nj 65093",AnNA_McNEil#kLB.cOm,,Administrative,seCretary LEvEL 5&,"ProVIdES admINisTRAtIVe sUpport wiThIN ThE SoutH DiviSiOn, aSSIStINg WITH SCHEdUlINg, dOCUMeNTAtioN, AND cOmmUniCatiOn TAsKS.",41843.64,1979.17.04,257/24/493
ScOTt paRsONs,BA,North Division,,"863 cAnnon drIvES
MArCUsmoUTh, De 13117!",ScOtT_parsonS#KLB..CoM,910.622.0317x31096,Administrative,secRetArY lEVEl 4#,,40386.86,29.3.1967,376 29 9928
MR. daVid AbboTt,AB,South Division,"456 sOUth ave, aUSTIN, tx 73301","916 daIsY feRry aPT. 328
SoutH TimOthy, La 87996",Mr._davId_aBboTt%kLB.CoM,897-854-6617,Administrative,SEcRETarY LeVel 3,"prOvidEs aDmInIsTrAtIve SuppORt wIthIn THe SOUth dIVIsioN, assIstINg wIth SCHedULIng, docuMEnTATIon, AnD cOmMUNicatIOn TaSks.@",36759.96,1973/12/24,029-37-7489&
RYan roDgeRs#,AB,North Division,"123 nORTH St, SpRiNGFIELD, iL 62701","18483 NiCHOlAS PORT aPT. 152
kInghAVeN, Nh 99024",ryAN_RodGERs#klB.com,466-339-3032,Operations,oPeRatioNs assOciatE levEl 4,"PErFORMs pRODucTiON AND OpeRATIoNAl taSKS wIthin the NorTh dIvIsiON, ensuRIng quAliTY AND EfFiCiencY IN pRocESsEs.",29310.82,6.9.1998,777 71 841
mANuEL mcDONald,AB,,"202 maIn st, CoLuMbus, OH 43085","53277 tracY KnoLL
jonaTHanfurt, ca 57854",MAnUEl_MCDONald!kLB.CoM,(375)673-5548,Administrative,sECREtaRy LeVel 8,"pROvIdes AdMINiStRatIVE SUpPort WItHin the CEnTRaL dIvISion, ASsIStinG wITH sCheDUling, dOcumeNtaTIoN, And CoMMuNIcaTION tasKs.!",50069.07,03/1995/10,100 24 63843
aNne WIlLiamS@,BA,South Division,"456 sOUtH aVE, AuStiN, Tx 73301","7209 GaLVaN praIRIE apT. 707
NIcoLElAnD, fm 48993@",ANNE_WIllIaMS@klb.cOm,722-694-6213,Administrative,SeCReTARy LevEl 6,"pROviDeS ADMINIsTrAtIVE SuPpOrT WIThIN THe souTH DIVISioN, ASsIsting witH SChEDUlIng, DOCumentaTiON, aND cOmmUnICATIon TaSks.%",49029.88,1969/7/20,364-78-8106&
chRiStIAn DoughErty,,East Division,"789 EaSt bLVD, AlbaNy, nY 12201#","95444 mAurEEN RiVER
nOrTh kElLybeRg, mT 57812%",ChrIStiAn_dOUGheRTY@Klb.Com,+1-305-875-5224,Engineering,EngiNeeR level 4,"WorKs on teChNIcaL pRojeCTs, EnsUrEs coMplIANce WiTh saFety sTandARDs, ANd pRovIDeS ENgineerinG SoLUtIONS As EnGiNeEr LEVEl 4.&",100414.86,12.1983.25,
glENDa sulLIVan$,AB,West Division,"101 WEsT dr, SAcrAmeNTO, cA 94203^","06796 LoUis pine ApT. 243
NEW KAylAmOUth, Ca 37182^",GleNda_SUlLIvaN@KLB.Com,+1-972-876-3029x8583,Operations,OPerAtions ASsOCiatE lEvEl 1,"pErfoRms PROdUcTIOn aND OpeRationAL tAsKS wiTHIn thE WeST DIvISion, enSurINg QuAlitY aNd EFfICieNCY IN PROCesses.",27968.77,1991/01/10,309/58/99596
MonIca caRriLlo#,CTE,West Division,"101 WesT DR, SaCRamENTO, Ca 94203&","28211 ElLIS LodgE Suite 654
soUTH derRiCKBury, NM 08151",monIcA_CARRiLLO@kLb..cOm,001-686-809-1577x2521,,OPeRaTiOns ASsoCIAte LeVeL 9@,"PERfOrms prODUctION aND oPERaTIONAl TAsks withIn the weSt dIviSION, EnsuriNG qUAliTy And EfFiciencY In ProcEsSEs.&",39541.56,1969-03-08,328-75-93444#
martin JOnEs,BS,,"101 WEsT dR, SAcraMenTO, ca 94203%",,MArTIn_jOnES#klb.coM,+1-886-822-1405x131,Administrative,SECRETarY LEVEl 5,"pROVIdES AdmINIsTratiVe supPort witHIn THe wEST diVisIon, AsSISTINg wiTh scHEDulINg, DOcUMeNTAtION, AnD CommUNicatION TaSKS.&",40532.57,1966.2.3,316 63 503
LINda sTEPheNs!,HS,Central Division,"202 Main ST, COLUMBuS, Oh 43085^","482 GArCia bUrg SUITE 990
souTH cHaD, Wv 24843",Linda_STepHENs@klb.COM,001-216-363-6460x63337,Operations,oPeRaTIoNs AsSociaTe leveL 4&,"PeRFoRms ProducTIon aND oPERAtIoNal TASKS witHin tHe CEnTraL diVisIon, ENSUrINg qUaLity and eFFiCienCY In pRocessEs.%",37056.62,1985.10.13,281/48/5792%
cYNtHiA HesS,AB,,,"UniT 1892 BOx 4485
DpO ae 70314&",cyNthia_Hess@KlB.cOm,001-855-736-8934x6978,Operations,oPERatiONS asSoCiATe LEvEl 5,"PerFOrMS proDUCtioN ANd OperAtIONAl tasKS WItHIN THE CEnTrAL dIVIsIoN, eNsurIng qUALIty ANd effiCIeNcY In pRoCEssEs.!",36055.46,02/1983/11,115 55 673
CASSAnDra balL&,GED,Central Division,"202 MAin st, cOLUmBUs, Oh 43085*","290 SCOTt moUNtAINs
gReENFoRT, mT 39872#",,743.492.4695,Operations,OPERatIOns ASSociaTE LeVeL 2,"pErfoRMs pRoDuCtion and OPerAtiOnAl TASks wIThiN tHe CeNTRAl DIVisIOn, EnSuRING QUAlity and EFFIcieNcy iN PrOCEsseS.",32868.69,1984-3-28,412-46-732
MOrgAn pEARSoN$,AB,,"456 SOuth AVE, AUsTIn, tx 73301@","599 wiLliAM STreet APT. 151
ERICAmouTh, vt 62725&",morGAn_peArsON#KLB.CoM,458.213.9873,HR,HR SPEciAlIST 2,"mAnAGES REcruItment anD OnBoARDIng, sUpPORts employee RELAtIONs, AnD MaINtaINS COMpliaNCE wITh LaBOR lAWS As SpecIALIsT 2.^",37498.29,,556-47-76750%
MAtThew hudSon%,HS,Central Division,,"32979 KEnnedy ceNtERS
nEw LYNnpORT, GA 44188$",maTtHeW_hUdSOn!klb.Com,,Operations,oPeRAtIons ASsOcIAte lEvEl 1,"pErforMs ProDUctiOn aNd OPerAtiONAL taSKs WithIn THE ceNtRal dIVIsIoN, EnSurING qualiTy And EfFiCIEnCy IN pROCEsSes.",27533.75,1977/03/06,352/68/45593%
JUSTIN COOpER@,AB,Central Division,"202 Main st, ColumBUs, oH 43085!","Psc 7362, BOX 8324
aPO AP 03624",jUsTIn_cooPer#Klb..cOM,+1-715-588-6320x6001,HR,HR SpeciAlIST 1,"MAnaGeS rECRUitmeNt aND oNboaRDIng, suppORtS eMPLOyeE relatiONs, AnD MaInTains cOMPlIANCe WItH LaBor lAwS AS SPECIalisT 1.^",37302.76,1999.1.20,183 66 37340$
mr. chRISTopher LanDRY Jr.*,AB,Central Division,"202 mAiN st, COlUmBUS, oH 43085","80727 mILlEr ClIFf sUite 121
brIanboROuGH, nm 32013$",,+1-697-220-3001,Operations,OpErAtIOnS ASsOCiaTe leVEL 8#,,34992.68,21-1987-6,
BRYAn HicKs*,AB,West Division,"101 WeSt dR, saCRAmeNto, ca 94203!","1630 rODriguEz TrAIl aPT. 867
briTtAnyShIre, AR 37143",,347.436.3776x394,Operations,OPeraTIoNS aSsocIaTE levEL 8,"pERForMS prODucTiOn And opERATioNal taSKS WITHiN ThE west diVISION, eNsURIng QualitY aND EFfICiEnCy IN PROCESsEs.#",33558.66,1989/7/5,147 05 87186&
CYNtHiA osBoRNe,CTE,North Division,"123 NorTh st, sPrinGfIEld, il 62701&",,cYnTHIa_OsboRne@Klb..Com,(930)421-2918x2363,Operations,opERatioNS aSSOCIaTe LevEl 3,"pErfoRmS pRoDUcTIon ANd OPERAtioNal tASKS WItHIN tHe NOrth DIViSioN, ENsuriNG QUAliTY aND EfficIEnCY IN PrOcesSES.@",35883.04,05/1991/16,846 15 15302
jUAn WATERs,HS,Central Division,"202 MAIN st, columBuS, oH 43085",,juaN_WAtErs#KLB.cOM,001-732-851-7904x470,Administrative,secREtARy lEVEL 1@,"PRoViDEs ADMinISTRaTiVE SupporT WiTHIn thE cENtRAl dIvIsIOn, asSiStINg WiTH ScHEduLInG, DOCumeNTatiON, AND coMMUNiCaTion Tasks.",36306.07,1963/12/28,
veRoNIcA fIshEr,BS,West Division,"101 WESt dR, sACRaMEnto, Ca 94203","9909 preSton extensions SuIte 476
roGeRBErG, AR 03066!",VeROnICA_fIsheR@kLb.com,+1-323-736-7295,HR,Hr SPeciAlisT 1^,"mANAGeS ReCRuitMenT ANd ONBoARDING, SupPOrtS EmpLOyee reLAtioNS, ANd maiNTaiNs COmPLIANCE WiTh LABoR lawS As SPeCiAlIst 1.",34742.36,1985.13.11,197-24-84625
JAIme KEnNedY!,,,"456 SoUTH Ave, AUstIN, tx 73301#","54658 kOCh mILLS
dAwNMoUTh, NE 66055",jAIMe_kennEDy@kLb.CoM,419-432-9863x27311,Operations,OperATiONs aSsOcIaTE LeveL 5*,"perFoRMs PrODUctIoN aNd operaTIONAL TAsKs WItHIN ThE SOuTh DivisiON, ENsurINg QualitY ANd efFiCIEncy IN pRoCEsseS.#",31175.54,2004-4-1,241/66/009
rYaN cRAIg^,BS,North Division,"123 nOrth sT, SpRINgFieLd, Il 62701!","90037 SAmaNThA SpriNgS suite 709
DavidSTad, CO 26138#",RYAN_cRAig@kLb.cOM,5747552900,Operations,OpEraTionS AssocIate lEveL 8,"PeRForms PRODUCTION AND OPeRAtioNAl tAskS within The NOrTh divisIOn, eNsurINg quAlITy AnD EFFicIENcy In pROcEssEs.",37480.99,27.1980.5,656-03-60077
MOLLy MOss,CTE,West Division,"101 West dr, sacraMENtO, ca 94203%","832 jAmes BrookS SuITe 036
LAke CHrIsTiAn, OH 68189",molLy_mOss@KLb.COm,779-980-5292x2954,Operations,oPeRatIoNS ASSoCiAtE LEVeL 2&,"PeRformS ProdUCTiOn aNd oPeRAtIOnAl TaskS wIThin THe weSt DIvisiOn, eNSurIng QuaLITY AnD efficiEnCY In PROCESsEs.",34572.46,1983.06.23,653-82-322!
JEnnIFEr caLDEron,AB,East Division,"789 EAST BLvD, alBaNy, Ny 12201","6813 gArCiA tUnNeL Apt. 693
SOuTH toDdTOWn, vA 46537#",JENNIFEr_cAldErON%kLB.Com,601.327.0881x796,Operations,OPeRatIOns ASsocIAtE leveL 4,"PeRfORMs pRodUctioN anD oPeratIONal TasKs WItHiN the EAst DIViSIon, ensuRiNg quaLITy and eFfICIenCY IN proCessES.#",38158.91,1977/6/8,051/70/52142
DONnA HErnAndEz!,BA,East Division,,"95018 mACDoNaLD FReeWaY apt. 148
MegAnton, Il 95188",donNA_herNAndez@Klb.cOm,(470)905-8991,Operations,oPEraTIOns LEAd LeveL 2,"ENSuREs SMooTH daILY OPERAtIOnS, ManAgEs REsOURce AllOCATiOn, And ReSOLVEs WoRkfLoW chAlLEngES as oPEraTIons LEad LevEl 2.&",96812.84,17.5.1970,
CaLeB ramiRez,BS,North Division,"123 NORTH st, SPRingfiEld, iL 62701","6815 huNteR FOrKs
easT BRIttANyBURy, MD 17760",calEb_RAMirez#KlB.CoM,8826379058,Engineering,engiNEeR lEVEl 3#,,83884.61,1977-12-28,459 33 601
grEg caMpBELl*,BS,East Division,"789 East BLVD, ALbAny, ny 12201","258 eMilY PaSS sUItE 450
LakE RYAn, sC 85294",GreG_caMpBell!KlB.com,675.332.1878,Engineering,enGineER lEveL 1*,,96796.25,1994/6/12,393/40/3817
LeE BRaDLey&,AB,Central Division,"202 maIN sT, cOLUMbUs, Oh 43085!","08844 SHawN MounTAiNS ApT. 451
KEVInChESTer, ME 31722!",lee_BRADlEY@kLB..Com,(434)681-4369,Operations,OpERATionS AssOCiATE lEVel 5&,"PerFORmS PRoDUcTiOn And OpEratIoNAL TASkS WitHin tHE CenTRAl diVISiOn, enSURiNg quALiTY anD EfFICIEnCY iN prOCESSeS.@",38998.72,12-29-1998,742-50-52910
JaSon BrADLEy,HS,East Division,"789 east BlVd, aLBAny, ny 12201","73271 hOwaRd TuRnPike apt. 918
HALlmoutH, Ca 35793",,,Operations,opeRATIons asSOciate LevEl 1^,"PerForMS PROdUctIOn aND opEraTIoNal TAsKs witHin THE eAST dIViSIOn, EnsUriNg QUAlITy AND effIcIenCY IN ProCessES.%",32306.17,1989/07/13,615-79-811
DeBoRAh HAYnEs@,BS,East Division,"789 eaSt bLvd, AlbaNy, Ny 12201","42839 gABRIELle HARboRs suITE 892
evansfUrT, Ct 66453*",dEBoRaH_HAyNES@klb.CoM,001-664-820-0515x3400,HR,Hr SPeCiALiST 2,"manaGES RecRuiTMENt and OnBOARdINg, SuppOrTS EMPLoYee RElatIONs, AND mAiNTaiNS COMpliAnCe With labor lAWs As SpECIAliSt 2.",40678.97,1992/8/23,765 65 34853
karl mArtiNEz,HS,West Division,"101 WeSt dr, sacraMENto, CA 94203",,kArl_MarTiNez@kLb.COm,001-979-961-9861x44301,Operations,oPERaTIonS aSSOcIATE lEVEL 2,"PERfoRmS PrODUcTiOn AnD OPErATioNAL TasKS WiTHin tHe west divIsIon, ENSUrInG qUAlitY ANd efFiCIenCy in prOCESSes.!",30288.41,1997/10/27,130/96/63490#
ryan CARrIllo,BS,West Division,"101 weSt DR, sacRAmENTO, cA 94203","0060 WAgNer groVe SUiTE 187
WeST vAlERIEfOrT, Nv 13342",ryAN_cArrilLo@kLb.COM,995-996-8091x64486,Operations,opErAtiONS aSSocIAte LEvEL 6$,"PErFoRmS PRoDuCTIOn ANd OpeRatIonAL tasKs wIThIn The WEsT DiVISIoN, ENsuring qUaLITY ANd EfFICIEncY iN prOCesses.^",40683.3,1-1969-3,840 73 610%
WaynE HoLland,HS,South Division,"456 sOuTh aVe, aUstIN, tx 73301","24283 chANG ranCh
phiLLiPLAND, aR 86777",wAYNe_HoLLaND@KlB.coM,(701)940-3367x69123,Operations,OpeRaTiONs AsSOcIaTe leveL 5@,"PERfORMS PrOdUCtIoN And oPeRATIonal tASKs wIThIN THE SoUtH diVisioN, ENSUrING qUaliTY aND EfFIciENcY in PRoCesSES.!",,24.01.1976,822 04 01652
cAlEB cOoKe,HS,East Division,"789 eaSt bLvd, albanY, nY 12201$","89023 STepHeN statIoN
lAkE mELINDabURGh, mP 87124",calEb_cOoKe@klB.COM,641.669.5852x460,Operations,opErAtionS asSocIAte lEvEL 10#,"pErforms pROduCTiON anD OPeRAtIOnAl TASKs wiThiN The EaST DiviSIon, EnsURING qUAliTy aND eFFICIENcy In PrOcessEs.",38953.05,2003/01/22,
EriN siMon,HS,North Division,"123 nORtH st, SPRiNGfIELD, iL 62701","54932 WIlCOX PAssAgE
christOPheRvILle, hI 18931$",,253.604.6374x5499,Administrative,SeCREtARY LevEL 2$,"pROVidEs aDmiNiStratIVE SuPPorT wITHiN thE NOrtH DIVisIoN, AsSiSTiNg wItH schEduLiNG, doCUMENTAtioN, and CoMmUnIcatIOn tAsKs.#",40817.1,5/13/1988,710/31/10189
kAThy SImpsoN#,,North Division,"123 nOrTh sT, SprinGfIElD, iL 62701","772 ariANA uNDErpAss aPT. 404
New KEITh, Wi 60443",KaThy_SiMPSoN!kLB.cOm,001-778-281-9148,Administrative,secReTarY LeVEl 2%,"PrOviDEs AdmiNISTrATivE sUPPorT Within THE nORTH DIVISIon, ASsIstiNG WItH sCheDUling, dOcUmEnTATiON, aNd commUNicaTIOn TaSKS.",,,560 28 6966
JOHN vAlENTine,HS,West Division,,"804 MicHael inLeT
new Leah, MD 32951",JOHn_vAlEnTinE@klB.coM,964.825.5078x688,,sECRetArY leVEl 7#,"PrOVIdES ADMInISTrATIvE sUPpoRT wIThin tHE weSt divIsiON, ASsIstiNG WiTh scHEduLing, docUMENTation, aNd COmMunICaTion TasKS.",51715.01,1965.10.06,
tImothy pAlMeR,HS,South Division,"456 sOUth aVE, aUStiN, tx 73301^","5978 WElCh STReam
saNCHezbUry, nC 57816!",,(842)997-4224x41753,Operations,OPerATiONs AsSoCiaTE lEVEL 3,"performs proDuCtiOn AND OpeRatioNal TasKs witHin tHe souTH divIsION, EnsURINg QuaLiTY AND EFfiCIeNCy IN PROCESSes.*",29521.49,2000-23-08,371 29 676!
tIMotHY RIveRA,BS,South Division,"456 soUtH aVe, AUStin, tx 73301#","4124 eRiC aVEnuE
allIsoNBURGh, aK 94722*",TimoThy_rivERa@kLb.cOm,,Operations,opEraTiOnS associAte LEVEl 2,"PErFOrmS prOdUCTioN ANd oPeratIoNAL taSks WIthin ThE sOUth diVIsIoN, EnSUriNg qUalITY aND efFiCiEnCy in pROcESses.!",29860.07,2004-5-24,371 17 88164&
JaMes AShLEy$,CTE,Central Division,"202 MAIn ST, coLuMBuS, Oh 43085%","984 JosEpH sPur suiTe 131
PorT bRYANSTAd, aL 54578$",jAMES_ASHLey@Klb.COM,683-767-8387,Operations,oPeRatiOnS asSOciaTe Level 2,"pErfoRms ProDucTion anD operatioNAl tasKs wIThiN The CENTRAl dIvISioN, ensuriNG QuAlITy anD EfFICIENCy IN ProCesSEs.%",33123.21,2004/5/26,635-95-50327
DEBbiE lamBErT#,AB,West Division,"101 WesT dr, SaCramEnTO, CA 94203","8333 adamS CIrCle
nOrTH JaCkBuRGH, ND 27640",debbIe_lAmbErT!klB.Com,(803)908-7647x7090,Administrative,SeCrETarY lEveL 6!,"prOVIDES ADminisTratiVE sUPpOrT WIThIn the wESt dIVIsion, AsSisting WitH SCheduLING, DOCumenTAtiON, And comMUNicaTion TAskS.",47706.64,14/1993/7,112-70-388
chrisTopHER WALLACe#,HS,North Division,"123 NORth sT, SpRingfIEld, IL 62701","66754 mICHAEL poRtS
LewIstoWn, ia 60376",ChrISTOPHER_WAllaCE!kLb.CoM,637-345-0883x06829,Operations,,"PeRforMS prOdUCtiON AnD OpErAtIonaL TAsKs WITHiN ThE nORth diViSION, EnSurInG quALiTy AnD eFfIciENCy iN proCESSes.",37457.5,27/1998/12,053-36-9486!
huNtER KIdD,MS,West Division,,"557 sTEVEN TUnnEL suITe 962
East tina, iL 45238^",HuNteR_kIdd@kLb.coM,849-325-7281x196,Engineering,EnginEER leveL 2,"workS on TECHnIcAl PRojecTs, ENSURes cOmpliANCe wITH saFEtY staNDARDs, aND proviDes ENgiNeERINg SOluTIOns aS Engineer lEVEL 2.$",121512.61,10/13/1974,
tamMIe TayLoR,AB,East Division,"789 EASt blvD, ALbAnY, NY 12201","99583 ADAM SprInGS
NEw AMy, tn 92303!",tAmMIE_TAYloR@kLB.COM,001-937-317-5992,Operations,OPERatioNS aSsocIATe LEvEl 1,"pErfoRMS pROducTIoN AnD OpERaTiOnaL TAsKS WiTHiN tHe eaST DiVIsIon, enSURInG qUaLity aND EfFiCieNCY iN PROceSSeS.$",31915.81,1974/4/1,309-58-96492
